row_index,domain,tld
985,tridentsbarbados.crypto,crypto
986,clubofthecherubim.blockchain,blockchain
987,clubofthecherubim.crypto,crypto
988,clubofthecherubim.nft,nft
989,clubofthecherubim.x,x
990,jackpotcitycasino.888,888
991,jackpotcitycasino.bitcoin,bitcoin
992,jackpotcitycasino.crypto,crypto
993,jackpotcitycasino.wallet,wallet
994,jackpotcitycasino.x,x
995,jackpotcitycasino.zil,zil
996,santacruzbicycles.zil,zil
997,toyotagazooracing.zil,zil
998,warriorsteamstore.crypto,crypto
999,warriorsteamstore.nft,nft
1000,warriorsteamstore.wallet,wallet
1001,warriorsteamstore.x,x
1002,warriorsteamstore.zil,zil
1003,1822direkt-banking.crypto,crypto
1004,1822direkt-banking.zil,zil
1005,alliantcreditunion.zil,zil
1006,americasbestracing.crypto,crypto
1007,americasbestracing.zil,zil
1008,jaipurpinkpanthers.crypto,crypto
1009,majorleaguecricket.crypto,crypto
1010,sunrisershyderabad.crypto,crypto
1011,sunrisershyderabad.zil,zil
1012,swedishhorseracing.bitcoin,bitcoin
1013,swedishhorseracing.crypto,crypto
1014,swedishhorseracing.wallet,wallet
1015,swedishhorseracing.x,x
1016,swedishhorseracing.zil,zil
1017,chainreactioncycles.zil,zil
1018,harlemglobetrotters.888,888
1019,harlemglobetrotters.bitcoin,bitcoin
1020,harlemglobetrotters.blockchain,blockchain
1021,harlemglobetrotters.crypto,crypto
1022,harlemglobetrotters.go,go
1023,harlemglobetrotters.nft,nft
1024,harlemglobetrotters.polygon,polygon
1025,harlemglobetrotters.wallet,wallet
1026,harlemglobetrotters.x,x
1027,harlemglobetrotters.zil,zil
1028,hawkforeignexchange.bitcoin,bitcoin
1029,hawkforeignexchange.crypto,crypto
1030,hawkforeignexchange.wallet,wallet
1031,hawkforeignexchange.x,x
1032,hawkforeignexchange.zil,zil
1033,guyanaamazonwarriors.crypto,crypto
1034,santacruzskateboards.zil,zil
1035,frankfurter-sparkasse.zil,zil
1036,wettstar-pferdewetten.crypto,crypto
1037,wettstar-pferdewetten.zil,zil
1038,realcanadiansuperstore.zil,zil
1039,walgreensbootsalliance.zil,zil
1040,volkswagen-finance-china.crypto,crypto
1041,volkswagen-finance-china.zil,zil
1042,skycityentertainmentgroup.crypto,crypto
1043,skycityentertainmentgroup.zil,zil
1044,fordperformanceracingparts.zil,zil
